,Patient,Gene1,Gene2,Edge,Curvature,Response
667,NCIH647_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.6478671987858908,0
668,NCIH647_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.5480195882581986,0
669,NCIH647_LUNG,IGF1R,INSR,IGF1R;INSR,0.0,0
670,NCIH647_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-3.775189843359753,0
671,NCIH647_LUNG,IGF1R,IGF2,IGF1R;IGF2,-3.4843489769306446,0
672,NCIH647_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,-0.07995077835495268,0
673,NCIH647_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,0.0,0
674,NCIH647_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.06611003504839197,0
675,NCIH647_LUNG,IGF2,IDE,IGF2;IDE,-0.0755666249559741,0
676,NCIH647_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.371717155763968,0
677,NCIH647_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,0.2662841335152728,0
678,NCIH647_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.09565440780903767,0
679,NCIH647_LUNG,IGF2,INSR,IGF2;INSR,0.0,0
680,NCIH647_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-8.228585132183186,0
681,NCIH647_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,-0.0020258828286503494,0
682,NCIH647_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-7.748662462993387,0
683,NCIH647_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.35130861880018593,0
684,NCIH650_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.03752687913569186,0
685,NCIH650_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,-0.027206357128817915,0
686,NCIH650_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.44918597529340054,0
687,NCIH650_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.06622572899880252,0
688,NCIH650_LUNG,IGF1R,INSR,IGF1R;INSR,0.45428180027934817,0
689,NCIH650_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-0.4247389209019512,0
690,NCIH650_LUNG,IGF1R,IGF2,IGF1R;IGF2,-3.449955880546611,0
691,NCIH650_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,-5.191997921827083,0
692,NCIH650_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,-5.761364548793777,0
693,NCIH650_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.26615141776619766,0
694,NCIH650_LUNG,IGF2,IDE,IGF2;IDE,-0.09551654575937896,0
695,NCIH650_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.4056176592178614,0
696,NCIH650_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,0.08014118930207981,0
697,NCIH650_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,-0.11899522597385559,0
698,NCIH650_LUNG,IGF2,INSR,IGF2;INSR,-0.952295517086305,0
699,NCIH650_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-5.911487706947454,0
700,NCIH650_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,0.14926284601814577,0
701,NCIH650_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,0.0,0
702,NCIH650_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.3195099904103209,0
703,NCIH838_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.0,0
704,NCIH838_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,-0.0873708154275954,0
705,NCIH838_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.6771821895872769,0
706,NCIH838_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.40615739697899644,0
707,NCIH838_LUNG,IGF1R,INSR,IGF1R;INSR,0.0,0
708,NCIH838_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,0.0,0
709,NCIH838_LUNG,IGF1R,IGF2,IGF1R;IGF2,0.0,0
710,NCIH838_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.0,0
711,NCIH838_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,0.0,0
712,NCIH838_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.0,0
713,NCIH838_LUNG,IGF2,IDE,IGF2;IDE,0.0,0
714,NCIH838_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.0,0
715,NCIH838_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,0.0,0
716,NCIH838_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.0,0
717,NCIH838_LUNG,IGF2,INSR,IGF2;INSR,0.0,0
718,NCIH838_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,0.0,0
719,NCIH838_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,0.0,0
720,NCIH838_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,0.0,0
721,NCIH838_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.5191744579588657,0
722,NCIH1355_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.09781038128916297,1
723,NCIH1355_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,0.34134196555966323,1
724,NCIH1355_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.586202879800794,1
725,NCIH1355_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.09112376698464608,1
726,NCIH1355_LUNG,IGF1R,INSR,IGF1R;INSR,0.0865031755852621,1
727,NCIH1355_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-0.10143808088902229,1
728,NCIH1355_LUNG,IGF1R,IGF2,IGF1R;IGF2,-0.8738931387444824,1
729,NCIH1355_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.1646546787214198,1
730,NCIH1355_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,-1.2948839399358252,1
731,NCIH1355_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,-0.07905099930031012,1
732,NCIH1355_LUNG,IGF2,IDE,IGF2;IDE,-0.14400586492651146,1
733,NCIH1355_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.3406240229420838,1
734,NCIH1355_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,-0.5494769090730174,1
735,NCIH1355_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.019625763529377616,1
736,NCIH1355_LUNG,IGF2,INSR,IGF2;INSR,-1.1338291619348042,1
737,NCIH1355_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-1.1149049944241365,1
738,NCIH1355_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,-1.3544310306795375,1
739,NCIH1355_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-0.23345934212684183,1
740,NCIH1355_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.4678924099316176,1
741,NCIH1373_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.26164248150603675,0
742,NCIH1373_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,0.4607582426302276,0
743,NCIH1373_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.6646904947884298,0
744,NCIH1373_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.15681409989918915,0
745,NCIH1373_LUNG,IGF1R,INSR,IGF1R;INSR,-1.569864030625304,0
746,NCIH1373_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-0.11649763653155532,0
747,NCIH1373_LUNG,IGF1R,IGF2,IGF1R;IGF2,-1.9207163438324688,0
748,NCIH1373_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,-0.2189303929542259,0
749,NCIH1373_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,-3.0645534914088275,0
750,NCIH1373_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.22704887681054176,0
751,NCIH1373_LUNG,IGF2,IDE,IGF2;IDE,0.017882514254861648,0
752,NCIH1373_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.23833659722527067,0
753,NCIH1373_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,-0.1213091561636066,0
754,NCIH1373_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.23966808172040233,0
755,NCIH1373_LUNG,IGF2,INSR,IGF2;INSR,-2.5329410370783245,0
756,NCIH1373_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-2.235526686158455,0
757,NCIH1373_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,0.17982094584702235,0
758,NCIH1373_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-1.9294880343279939,0
759,NCIH1373_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.32723808962767675,0
760,NCIH1435_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.2036811589030315,1
761,NCIH1435_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,0.13559445641823198,1
762,NCIH1435_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.7621564805467989,1
763,NCIH1435_LUNG,FN1,IGFBP3,FN1;IGFBP3,-0.3782989978091553,1
764,NCIH1435_LUNG,IGF1R,INSR,IGF1R;INSR,0.449826204241093,1
765,NCIH1435_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-0.7535148510079142,1
766,NCIH1435_LUNG,IGF1R,IGF2,IGF1R;IGF2,-1.650370645456844,1
767,NCIH1435_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.4070543452557991,1
768,NCIH1435_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,0.0,1
769,NCIH1435_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.19368345766088613,1
770,NCIH1435_LUNG,IGF2,IDE,IGF2;IDE,0.11297553885457812,1
771,NCIH1435_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,-0.017974329928310828,1
772,NCIH1435_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,0.0,1
773,NCIH1435_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,-0.7433989797671443,1
774,NCIH1435_LUNG,IGF2,INSR,IGF2;INSR,-0.919884686506266,1
775,NCIH1435_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,0.0,1
776,NCIH1435_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,-0.14221787359700877,1
777,NCIH1435_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,0.0,1
778,NCIH1435_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.5790917751509584,1
779,NCIH1563_LUNG,IGF2R,IGF2,IGF2R;IGF2,-0.08142613161375456,1
780,NCIH1563_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,0.033967427193779653,1
781,NCIH1563_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.6404700056633236,1
782,NCIH1563_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.5394195975688457,1
783,NCIH1563_LUNG,IGF1R,INSR,IGF1R;INSR,-1.046375812075404,1
784,NCIH1563_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-2.904778219952562,1
785,NCIH1563_LUNG,IGF1R,IGF2,IGF1R;IGF2,-3.4287778821268473,1
786,NCIH1563_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.0656911845861613,1
787,NCIH1563_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,-0.05951712682663679,1
788,NCIH1563_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,-0.6555711680847913,1
789,NCIH1563_LUNG,IGF2,IDE,IGF2;IDE,-0.3738478823096636,1
790,NCIH1563_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.3187252569873448,1
791,NCIH1563_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,0.07922664118387701,1
792,NCIH1563_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,-0.07525754944923513,1
793,NCIH1563_LUNG,IGF2,INSR,IGF2;INSR,-1.0962944934016883,1
794,NCIH1563_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-4.725129878728649,1
795,NCIH1563_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,-0.676318471462378,1
796,NCIH1563_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-1.635661742916565,1
797,NCIH1563_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.28151647013433145,1
798,NCIH1568_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.1318936584007463,1
799,NCIH1568_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,0.2105900229087827,1
800,NCIH1568_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.662217962307997,1
801,NCIH1568_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.5553042911704653,1
802,NCIH1568_LUNG,IGF1R,INSR,IGF1R;INSR,-0.14115506622322016,1
803,NCIH1568_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-1.837744911540022,1
804,NCIH1568_LUNG,IGF1R,IGF2,IGF1R;IGF2,-0.9956088398262477,1
805,NCIH1568_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.15916274153976662,1
806,NCIH1568_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,0.0,1
807,NCIH1568_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.2825323831079797,1
808,NCIH1568_LUNG,IGF2,IDE,IGF2;IDE,-0.025625260141932893,1
809,NCIH1568_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.0658348440582871,1
810,NCIH1568_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,-0.3905502738114306,1
811,NCIH1568_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.0,1
812,NCIH1568_LUNG,IGF2,INSR,IGF2;INSR,-0.9106374597529914,1
813,NCIH1568_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-9.163903277830785,1
814,NCIH1568_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,0.0800230842884111,1
815,NCIH1568_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-9.571383308482922,1
816,NCIH1568_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.08155511642177116,1
817,NCIH1573_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.05878406268650627,1
818,NCIH1573_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,0.46832696613789293,1
819,NCIH1573_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.7217801500654306,1
820,NCIH1573_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.02075669710528616,1
821,NCIH1573_LUNG,IGF1R,INSR,IGF1R;INSR,-1.4340254263295509,1
822,NCIH1573_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-0.8827957031352032,1
823,NCIH1573_LUNG,IGF1R,IGF2,IGF1R;IGF2,-2.954635718928064,1
824,NCIH1573_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.26563121650718624,1
825,NCIH1573_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,-0.050867725145483655,1
826,NCIH1573_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.046481786388549384,1
827,NCIH1573_LUNG,IGF2,IDE,IGF2;IDE,-0.03562584336982266,1
828,NCIH1573_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.138094281478933,1
829,NCIH1573_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,0.0,1
830,NCIH1573_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,-0.8838455559478429,1
831,NCIH1573_LUNG,IGF2,INSR,IGF2;INSR,-1.7827402896538582,1
832,NCIH1573_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-2.4659071836979836,1
833,NCIH1573_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,-0.3460699122011599,1
834,NCIH1573_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-0.5559756479805165,1
835,NCIH1573_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.4057349469108398,1
836,NCIH1623_LUNG,IGF2R,IGF2,IGF2R;IGF2,-0.2547465149299024,1
837,NCIH1623_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,0.4179241699556324,1
838,NCIH1623_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.6539753212596315,1
839,NCIH1623_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.2980337088415286,1
840,NCIH1623_LUNG,IGF1R,INSR,IGF1R;INSR,-0.4677843035848399,1
841,NCIH1623_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-0.3481693029433397,1
842,NCIH1623_LUNG,IGF1R,IGF2,IGF1R;IGF2,-1.4104604585782208,1
843,NCIH1623_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.10111297114887663,1
844,NCIH1623_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,-0.09539549788805379,1
845,NCIH1623_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.1308534482336977,1
846,NCIH1623_LUNG,IGF2,IDE,IGF2;IDE,-0.020672220096198624,1
847,NCIH1623_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.05814485965869731,1
848,NCIH1623_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,0.0,1
849,NCIH1623_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,-0.6688166283369998,1
850,NCIH1623_LUNG,IGF2,INSR,IGF2;INSR,-1.7904285977529226,1
851,NCIH1623_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-1.4189409335721668,1
852,NCIH1623_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,-0.6237996147672678,1
853,NCIH1623_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-0.18717949073835904,1
854,NCIH1623_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.3562807157594198,1
855,NCIH1650_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.026636720167676042,1
856,NCIH1650_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,-0.3932353797654977,1
857,NCIH1650_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.655438605929193,1
858,NCIH1650_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.5204217242403031,1
859,NCIH1650_LUNG,IGF1R,INSR,IGF1R;INSR,-2.447082684554435,1
860,NCIH1650_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-4.4779489183546195,1
861,NCIH1650_LUNG,IGF1R,IGF2,IGF1R;IGF2,0.0,1
862,NCIH1650_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.2499020289652767,1
863,NCIH1650_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,0.0,1
864,NCIH1650_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.1321917588321878,1
865,NCIH1650_LUNG,IGF2,IDE,IGF2;IDE,-0.18223028966589494,1
866,NCIH1650_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.09784227918975874,1
867,NCIH1650_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,0.041285238247808276,1
868,NCIH1650_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,-0.2356854437026199,1
869,NCIH1650_LUNG,IGF2,INSR,IGF2;INSR,0.0,1
870,NCIH1650_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-6.6588090759392236,1
871,NCIH1650_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,0.028246135836179187,1
872,NCIH1650_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-5.638548220332893,1
873,NCIH1650_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.3785520902816185,1
874,NCIH1693_LUNG,IGF2R,IGF2,IGF2R;IGF2,-0.08129241953514832,1
875,NCIH1693_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,-0.20099287985395842,1
876,NCIH1693_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.6256480246779981,1
877,NCIH1693_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.4312563122850622,1
878,NCIH1693_LUNG,IGF1R,INSR,IGF1R;INSR,0.0,1
879,NCIH1693_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-2.064872340646156,1
880,NCIH1693_LUNG,IGF1R,IGF2,IGF1R;IGF2,-4.4365732716064645,1
881,NCIH1693_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,-1.2563015920039797,1
882,NCIH1693_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,-2.462507945809884,1
883,NCIH1693_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.17432020886699973,1
884,NCIH1693_LUNG,IGF2,IDE,IGF2;IDE,-0.20228906430608262,1
885,NCIH1693_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,-0.10741708226282509,1
886,NCIH1693_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,-0.14989074475425634,1
887,NCIH1693_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.0,1
888,NCIH1693_LUNG,IGF2,INSR,IGF2;INSR,0.0,1
889,NCIH1693_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-2.9309981502744513,1
890,NCIH1693_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,0.0737874370376379,1
891,NCIH1693_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-2.033836975208348,1
892,NCIH1693_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.4668313775917108,1
893,NCIH1734_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.26239582386188864,1
894,NCIH1734_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,0.16671761568899424,1
895,NCIH1734_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.6553162392636844,1
896,NCIH1734_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.5229507456054934,1
897,NCIH1734_LUNG,IGF1R,INSR,IGF1R;INSR,-0.40018530276000885,1
898,NCIH1734_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-2.177636921564283,1
899,NCIH1734_LUNG,IGF1R,IGF2,IGF1R;IGF2,-2.3250587346244616,1
900,NCIH1734_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.20864505261951694,1
901,NCIH1734_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,-0.7572573627335071,1
902,NCIH1734_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.08191345815116124,1
903,NCIH1734_LUNG,IGF2,IDE,IGF2;IDE,-0.2171349546159249,1
904,NCIH1734_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.21782960030261045,1
905,NCIH1734_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,0.10559448170590946,1
906,NCIH1734_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.041418459307615785,1
907,NCIH1734_LUNG,IGF2,INSR,IGF2;INSR,-0.7815380260171234,1
908,NCIH1734_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-4.970536720282233,1
909,NCIH1734_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,0.05350828744399805,1
910,NCIH1734_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-2.0929168090022174,1
911,NCIH1734_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.2637327351191745,1
912,NCIH1792_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.1970300480523478,0
913,NCIH1792_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,0.22241322558206422,0
914,NCIH1792_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.7350261678704959,0
915,NCIH1792_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.5429338699161904,0
916,NCIH1792_LUNG,IGF1R,INSR,IGF1R;INSR,-2.0241945417512395,0
917,NCIH1792_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-3.675656939296543,0
918,NCIH1792_LUNG,IGF1R,IGF2,IGF1R;IGF2,-4.49005077732069,0
919,NCIH1792_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,-0.035025254086996416,0
920,NCIH1792_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,0.0,0
921,NCIH1792_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.10888420707415469,0
922,NCIH1792_LUNG,IGF2,IDE,IGF2;IDE,0.028333663090203465,0
923,NCIH1792_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.23860020850733277,0
924,NCIH1792_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,0.1687038741513207,0
925,NCIH1792_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.2209048545584723,0
926,NCIH1792_LUNG,IGF2,INSR,IGF2;INSR,0.0,0
927,NCIH1792_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-8.478009783546089,0
928,NCIH1792_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,0.01827411113567512,0
929,NCIH1792_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-5.705837919105383,0
930,NCIH1792_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.13668177473863308,0
931,NCIH1793_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.08233076177707133,1
932,NCIH1793_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,-0.11890026589033198,1
933,NCIH1793_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.6560004583897794,1
934,NCIH1793_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.5849969934762186,1
935,NCIH1793_LUNG,IGF1R,INSR,IGF1R;INSR,-1.0826289115630932,1
936,NCIH1793_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-2.9614927144873717,1
937,NCIH1793_LUNG,IGF1R,IGF2,IGF1R;IGF2,-2.6313138094746598,1
938,NCIH1793_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,-0.1553626895766882,1
939,NCIH1793_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,-0.21711914771670493,1
940,NCIH1793_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.03631282398968505,1
941,NCIH1793_LUNG,IGF2,IDE,IGF2;IDE,-0.10274150444830532,1
942,NCIH1793_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.11421402737953978,1
943,NCIH1793_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,0.0,1
944,NCIH1793_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.2939720176574846,1
945,NCIH1793_LUNG,IGF2,INSR,IGF2;INSR,0.0,1
946,NCIH1793_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-4.946549547235806,1
947,NCIH1793_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,-0.07380816833998272,1
948,NCIH1793_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-2.0077236047524747,1
949,NCIH1793_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.17834338147452788,1
950,NCIH1838_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.12838646933868703,1
951,NCIH1838_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,0.4038300311158286,1
952,NCIH1838_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.8143005111556989,1
953,NCIH1838_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.350851096263454,1
954,NCIH1838_LUNG,IGF1R,INSR,IGF1R;INSR,-1.0439653983635666,1
955,NCIH1838_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-1.9178833042348176,1
956,NCIH1838_LUNG,IGF1R,IGF2,IGF1R;IGF2,-2.5940525863751103,1
957,NCIH1838_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.0,1
958,NCIH1838_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,0.0,1
